video_number,primary_view,start_frame,end_frame,position,difficulty,armstand,rotation_type,ss_no,tw_no,final_score
3.0,0.0,12741.0,12844.0,1.0,3.0,0.0,1.0,7.0,0.0,76.5
3.0,0.0,14127.0,14211.0,2.0,3.2,0.0,2.0,7.0,0.0,80.0
3.0,0.0,15562.0,15629.0,2.0,3.2,0.0,2.0,7.0,0.0,86.4
3.0,0.0,17317.0,17400.0,2.0,3.2,0.0,2.0,7.0,0.0,81.6
3.0,0.0,18842.0,18920.0,0.0,3.6,1.0,0.0,4.0,5.0,97.2
3.0,0.0,20307.0,20400.0,1.0,3.6,0.0,0.0,5.0,5.0,75.6
3.0,0.0,26283.0,26365.0,1.0,3.6,0.0,0.0,5.0,5.0,91.8
3.0,0.0,28048.0,28129.0,0.0,3.6,1.0,0.0,4.0,5.0,97.2
3.0,0.0,29679.0,29742.0,2.0,3.2,0.0,2.0,7.0,0.0,91.2
3.0,0.0,31186.0,31266.0,2.0,3.2,0.0,2.0,7.0,0.0,91.2
3.0,0.0,34006.0,34104.0,1.0,3.6,0.0,0.0,5.0,5.0,86.4
3.0,0.0,35222.0,35373.0,2.0,3.7,0.0,1.0,9.0,0.0,88.8
3.0,0.0,36870.0,36965.0,2.0,3.3,0.0,0.0,7.0,0.0,82.5
3.0,0.0,38200.0,38306.0,1.0,3.6,0.0,0.0,7.0,0.0,88.2
3.0,0.0,39519.0,39660.0,2.0,3.7,0.0,1.0,9.0,0.0,83.25
3.0,0.0,41443.0,41549.0,0.0,3.2,1.0,0.0,4.0,3.0,75.2
3.0,0.0,42827.0,42972.0,2.0,3.7,0.0,1.0,9.0,0.0,92.5
3.0,0.0,44243.0,44317.0,2.0,3.2,0.0,2.0,7.0,0.0,86.4
3.0,0.0,45609.0,45688.0,2.0,3.2,0.0,2.0,7.0,0.0,86.4
3.0,0.0,47201.0,47273.0,2.0,3.2,0.0,2.0,7.0,0.0,86.4
3.0,0.0,48361.0,48447.0,2.0,3.3,0.0,3.0,7.0,0.0,94.05
3.0,0.0,49916.0,50000.0,1.0,3.5,1.0,0.0,6.0,0.0,94.5
3.0,0.0,52864.0,52951.0,2.0,3.2,0.0,2.0,7.0,0.0,81.6
3.0,0.0,54466.0,54593.0,0.0,3.6,1.0,0.0,4.0,5.0,82.8
3.0,0.0,56482.0,56576.0,2.0,4.1,0.0,2.0,9.0,0.0,98.4
3.0,0.0,57928.0,58024.0,2.0,3.2,0.0,2.0,7.0,0.0,86.4
3.0,0.0,59376.0,59487.0,1.0,3.5,1.0,0.0,6.0,0.0,66.5
3.0,0.0,60693.0,60855.0,2.0,3.7,0.0,1.0,9.0,0.0,83.25
3.0,0.0,62326.0,62412.0,2.0,3.3,0.0,3.0,7.0,0.0,89.1
3.0,0.0,63681.0,63788.0,2.0,3.3,0.0,3.0,7.0,0.0,77.55
3.0,0.0,65283.0,65407.0,1.0,3.5,1.0,0.0,6.0,0.0,92.75
3.0,0.0,66729.0,66833.0,2.0,3.7,0.0,1.0,9.0,0.0,99.9
3.0,0.0,68063.0,68166.0,1.0,3.6,0.0,0.0,7.0,0.0,91.8
3.0,0.0,69536.0,69641.0,2.0,3.3,0.0,3.0,7.0,0.0,92.4
3.0,0.0,72361.0,72477.0,2.0,3.3,1.0,0.0,6.0,0.0,79.2
3.0,0.0,73818.0,73932.0,2.0,3.3,0.0,0.0,7.0,0.0,79.2
3.0,0.0,75825.0,75937.0,0.0,3.6,1.0,0.0,4.0,5.0,81.0
3.0,0.0,77441.0,77537.0,2.0,3.4,1.0,3.0,6.0,0.0,96.9
3.0,0.0,78939.0,79025.0,1.0,3.6,0.0,0.0,7.0,0.0,97.2
3.0,0.0,80356.0,80447.0,2.0,3.3,0.0,3.0,7.0,0.0,79.2
3.0,0.0,82006.0,82111.0,0.0,3.6,1.0,0.0,4.0,5.0,81.0
3.0,0.0,83405.0,83516.0,1.0,3.6,0.0,0.0,7.0,0.0,64.8
3.0,0.0,84892.0,85017.0,2.0,3.7,0.0,1.0,9.0,0.0,98.05
3.0,0.0,86590.0,86675.0,2.0,3.3,0.0,3.0,7.0,0.0,90.75
3.0,0.0,87943.0,88090.0,2.0,3.7,0.0,1.0,9.0,0.0,68.45
3.0,0.0,89574.0,89673.0,1.0,3.6,0.0,0.0,7.0,0.0,93.6
3.0,0.0,92490.0,92581.0,2.0,3.3,0.0,3.0,7.0,0.0,74.25
3.0,0.0,93858.0,93984.0,2.0,3.3,0.0,3.0,7.0,0.0,56.1
3.0,0.0,96213.0,96321.0,2.0,3.3,0.0,3.0,7.0,0.0,89.1
3.0,0.0,97630.0,97742.0,2.0,3.3,0.0,3.0,7.0,0.0,82.5
3.0,0.0,98955.0,99053.0,2.0,3.3,0.0,3.0,7.0,0.0,77.55
3.0,0.0,100394.0,100492.0,2.0,3.3,0.0,0.0,7.0,0.0,84.15
3.0,0.0,102258.0,102362.0,1.0,3.6,0.0,0.0,7.0,0.0,91.8
3.0,0.0,103689.0,103790.0,1.0,3.6,0.0,0.0,5.0,5.0,88.2
3.0,0.0,105286.0,105365.0,1.0,3.6,0.0,0.0,7.0,0.0,97.2
3.0,0.0,106989.0,107089.0,1.0,3.6,0.0,0.0,7.0,0.0,91.8
3.0,0.0,109054.0,109167.0,0.0,3.6,1.0,0.0,4.0,5.0,91.8
3.0,0.0,110310.0,110473.0,2.0,3.7,0.0,1.0,9.0,0.0,94.35
3.0,0.0,113660.0,113765.0,1.0,3.6,0.0,0.0,7.0,0.0,95.4
3.0,0.0,115785.0,115874.0,1.0,3.6,0.0,0.0,5.0,5.0,64.8
3.0,0.0,117781.0,117937.0,1.0,3.8,0.0,1.0,5.0,6.0,87.4
3.0,0.0,119690.0,119810.0,1.0,3.6,0.0,0.0,5.0,5.0,97.2
3.0,0.0,121526.0,121615.0,1.0,3.6,0.0,0.0,5.0,5.0,91.8
3.0,0.0,123402.0,123488.0,1.0,3.6,0.0,0.0,5.0,5.0,97.2
3.0,0.0,125549.0,125637.0,1.0,3.6,0.0,0.0,5.0,5.0,91.8
3.0,0.0,127130.0,127283.0,2.0,3.7,0.0,1.0,9.0,0.0,92.5
3.0,0.0,129781.0,129881.0,2.0,3.3,0.0,3.0,7.0,0.0,90.75
3.0,0.0,132041.0,132128.0,1.0,3.6,0.0,0.0,5.0,5.0,102.6
3.0,0.0,133814.0,133900.0,1.0,3.6,0.0,0.0,5.0,5.0,90.0
3.0,0.0,135577.0,135699.0,1.0,3.6,0.0,0.0,5.0,5.0,100.8
4.0,0.0,8661.0,8739.0,1.0,3.0,0.0,1.0,7.0,0.0,70.5
4.0,0.0,10006.0,10088.0,1.0,2.8,0.0,2.0,5.0,0.0,53.2
4.0,0.0,11444.0,11519.0,1.0,3.0,0.0,1.0,7.0,0.0,73.5
4.0,0.0,12610.0,12688.0,1.0,3.0,0.0,1.0,7.0,0.0,76.5
4.0,0.0,13889.0,13963.0,1.0,3.0,0.0,1.0,7.0,0.0,66.0
4.0,0.0,15703.0,15784.0,0.0,3.2,1.0,0.0,4.0,3.0,67.2
4.0,0.0,17029.0,17104.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,18541.0,18626.0,1.0,2.8,0.0,2.0,5.0,0.0,51.6
4.0,0.0,20476.0,20563.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,21573.0,21649.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
4.0,0.0,23105.0,23188.0,1.0,3.0,0.0,1.0,7.0,0.0,43.5
4.0,0.0,24473.0,24561.0,2.0,2.7,0.0,3.0,5.0,0.0,68.85
4.0,0.0,26167.0,26244.0,1.0,2.8,0.0,2.0,5.0,0.0,54.6
4.0,0.0,27720.0,27793.0,1.0,3.0,0.0,1.0,7.0,0.0,64.5
4.0,0.0,29165.0,29238.0,1.0,3.0,0.0,1.0,7.0,0.0,63.0
4.0,0.0,30372.0,30446.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,31608.0,31687.0,1.0,3.0,0.0,1.0,7.0,0.0,58.5
4.0,0.0,32835.0,32912.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,34245.0,34323.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,35446.0,35526.0,1.0,2.8,0.0,2.0,5.0,0.0,46.2
4.0,0.0,36703.0,36782.0,1.0,3.0,0.0,1.0,7.0,0.0,66.0
4.0,0.0,38307.0,38391.0,1.0,3.0,0.0,1.0,7.0,0.0,49.5
4.0,0.0,39548.0,39632.0,1.0,3.0,0.0,1.0,7.0,0.0,63.0
4.0,0.0,41081.0,41180.0,0.0,3.1,1.0,1.0,4.0,2.0,79.05
4.0,0.0,42683.0,42752.0,1.0,2.8,0.0,2.0,5.0,0.0,71.4
4.0,0.0,43697.0,43773.0,1.0,3.0,0.0,1.0,7.0,0.0,36.0
4.0,0.0,46936.0,47022.0,0.0,3.2,1.0,0.0,4.0,3.0,73.6
4.0,0.0,48296.0,48381.0,1.0,2.9,0.0,0.0,5.0,0.0,68.15
4.0,0.0,49771.0,49863.0,2.0,3.3,0.0,0.0,7.0,0.0,77.55
4.0,0.0,51111.0,51195.0,2.0,3.2,0.0,2.0,7.0,0.0,78.4
4.0,0.0,52436.0,52528.0,2.0,3.2,0.0,2.0,7.0,0.0,80.0
4.0,0.0,54222.0,54321.0,2.0,3.3,0.0,0.0,7.0,0.0,29.7
4.0,0.0,55660.0,55750.0,1.0,2.9,0.0,0.0,5.0,0.0,65.25
4.0,0.0,57195.0,57281.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
4.0,0.0,59236.0,59402.0,1.0,2.8,0.0,2.0,5.0,0.0,58.8
4.0,0.0,60731.0,60809.0,2.0,3.2,0.0,2.0,7.0,0.0,73.6
4.0,0.0,62407.0,62481.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
4.0,0.0,63738.0,63824.0,2.0,3.2,0.0,2.0,7.0,0.0,62.4
4.0,0.0,65224.0,65300.0,1.0,3.0,0.0,1.0,7.0,0.0,54.0
4.0,0.0,67044.0,67130.0,2.0,3.3,1.0,0.0,6.0,0.0,67.65
4.0,0.0,68607.0,68712.0,2.0,3.3,0.0,0.0,7.0,0.0,51.15
4.0,0.0,70313.0,70403.0,0.0,3.2,1.0,0.0,4.0,3.0,76.8
4.0,0.0,71890.0,71974.0,0.0,3.2,1.0,0.0,4.0,3.0,72.0
4.0,0.0,73232.0,73330.0,1.0,2.9,0.0,0.0,5.0,0.0,75.4
4.0,0.0,74849.0,74941.0,2.0,3.2,0.0,2.0,7.0,0.0,40.0
4.0,0.0,76024.0,76107.0,1.0,3.0,0.0,1.0,7.0,0.0,54.0
4.0,0.0,77393.0,77478.0,2.0,3.2,0.0,2.0,7.0,0.0,40.0
4.0,0.0,79081.0,79188.0,1.0,2.9,0.0,3.0,5.0,0.0,47.85
4.0,0.0,80587.0,80714.0,2.0,3.3,0.0,0.0,7.0,0.0,39.6
4.0,0.0,82063.0,82151.0,2.0,3.3,0.0,0.0,7.0,0.0,47.85
4.0,0.0,83394.0,83469.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,84648.0,84731.0,2.0,3.2,0.0,2.0,7.0,0.0,43.2
4.0,0.0,88001.0,88083.0,2.0,3.2,0.0,2.0,7.0,0.0,57.6
4.0,0.0,89680.0,89767.0,0.0,3.2,1.0,0.0,4.0,3.0,62.4
4.0,0.0,91305.0,91392.0,2.0,3.2,0.0,2.0,7.0,0.0,48.0
4.0,0.0,92963.0,93060.0,0.0,3.2,1.0,0.0,4.0,3.0,81.6
4.0,0.0,94321.0,94412.0,1.0,2.9,0.0,0.0,5.0,0.0,65.25
4.0,0.0,95963.0,96037.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,97814.0,97907.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,99380.0,99472.0,0.0,3.2,1.0,0.0,4.0,3.0,72.0
4.0,0.0,101650.0,101736.0,0.0,3.2,1.0,0.0,4.0,3.0,68.8
4.0,0.0,103358.0,103451.0,0.0,3.2,1.0,0.0,4.0,3.0,78.4
4.0,0.0,104905.0,105003.0,2.0,3.3,1.0,0.0,6.0,0.0,46.2
4.0,0.0,106908.0,106994.0,0.0,3.2,1.0,0.0,4.0,3.0,80.0
4.0,0.0,108671.0,108768.0,1.0,2.9,0.0,0.0,5.0,0.0,52.2
4.0,0.0,110834.0,110941.0,2.0,3.3,0.0,0.0,7.0,0.0,39.6
4.0,0.0,112455.0,112540.0,2.0,3.2,0.0,2.0,7.0,0.0,57.6
4.0,0.0,113891.0,113981.0,2.0,3.3,0.0,0.0,7.0,0.0,62.7
4.0,0.0,115406.0,115492.0,1.0,2.8,0.0,2.0,5.0,0.0,64.4
4.0,0.0,116970.0,117073.0,0.0,3.2,1.0,0.0,4.0,3.0,52.8
4.0,0.0,118581.0,118676.0,2.0,3.3,0.0,0.0,7.0,0.0,72.6
4.0,0.0,119881.0,119988.0,1.0,2.9,0.0,0.0,5.0,0.0,21.75
4.0,0.0,121267.0,121361.0,1.0,2.9,0.0,0.0,5.0,0.0,47.85
4.0,0.0,122993.0,123071.0,2.0,3.2,0.0,2.0,7.0,0.0,78.4
4.0,0.0,124705.0,124817.0,2.0,3.3,0.0,3.0,7.0,0.0,72.6
4.0,0.0,125947.0,126021.0,1.0,3.0,0.0,1.0,7.0,0.0,73.5
4.0,0.0,127441.0,127564.0,2.0,3.3,0.0,0.0,7.0,0.0,66.0
4.0,0.0,128792.0,128886.0,2.0,3.3,0.0,0.0,7.0,0.0,24.75
4.0,0.0,133764.0,133823.0,1.0,2.9,0.0,0.0,5.0,0.0,53.65
4.0,0.0,135272.0,135357.0,1.0,3.0,0.0,1.0,7.0,0.0,40.5
4.0,0.0,136949.0,137048.0,2.0,3.3,1.0,0.0,6.0,0.0,54.45
4.0,0.0,138300.0,138410.0,2.0,3.3,0.0,0.0,7.0,0.0,74.25
4.0,0.0,142751.0,142845.0,2.0,3.2,0.0,2.0,7.0,0.0,48.0
4.0,0.0,144106.0,144320.0,2.0,3.2,0.0,2.0,7.0,0.0,75.2
4.0,0.0,145729.0,145826.0,1.0,2.9,0.0,0.0,5.0,0.0,73.95
4.0,0.0,147869.0,147964.0,1.0,2.9,0.0,0.0,5.0,0.0,39.15
4.0,0.0,149143.0,149230.0,2.0,3.3,0.0,0.0,7.0,0.0,51.15
4.0,0.0,150871.0,150971.0,2.0,3.3,0.0,0.0,7.0,0.0,79.2
4.0,0.0,152274.0,152372.0,2.0,3.3,0.0,0.0,7.0,0.0,70.95
4.0,0.0,154090.0,154194.0,0.0,3.2,1.0,0.0,4.0,3.0,51.2
4.0,0.0,156029.0,156107.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
4.0,0.0,157666.0,157767.0,2.0,3.3,1.0,0.0,6.0,0.0,75.9
4.0,0.0,159067.0,159176.0,2.0,3.2,0.0,2.0,7.0,0.0,54.4
4.0,0.0,160499.0,160589.0,1.0,3.2,0.0,0.0,5.0,3.0,62.4
4.0,0.0,161913.0,161996.0,2.0,3.2,0.0,2.0,7.0,0.0,81.6
4.0,0.0,163340.0,163445.0,0.0,3.1,1.0,1.0,4.0,2.0,65.1
4.0,0.0,164895.0,164979.0,0.0,3.2,1.0,0.0,4.0,3.0,54.4
4.0,0.0,166112.0,166214.0,2.0,2.7,0.0,3.0,5.0,0.0,60.75
4.0,0.0,167915.0,168013.0,2.0,3.3,0.0,0.0,7.0,0.0,79.2
4.0,0.0,169565.0,169650.0,2.0,3.2,0.0,2.0,7.0,0.0,76.8
4.0,0.0,171050.0,171125.0,2.0,3.2,0.0,2.0,7.0,0.0,70.4
4.0,0.0,172360.0,172461.0,1.0,2.9,0.0,3.0,5.0,0.0,47.85
4.0,0.0,173676.0,173780.0,1.0,2.9,0.0,3.0,5.0,0.0,63.8
4.0,0.0,177195.0,177275.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,178772.0,178862.0,1.0,3.2,0.0,0.0,5.0,3.0,36.8
4.0,0.0,180274.0,180372.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
4.0,0.0,181654.0,181743.0,1.0,3.2,0.0,0.0,5.0,3.0,81.6
4.0,0.0,183126.0,183232.0,1.0,3.2,0.0,0.0,5.0,3.0,60.8
4.0,0.0,185092.0,185203.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
4.0,0.0,186561.0,186664.0,2.0,2.7,0.0,3.0,5.0,0.0,44.55
4.0,0.0,187986.0,188053.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
4.0,0.0,190284.0,190364.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
4.0,0.0,191805.0,191899.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,193515.0,193615.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,195015.0,195110.0,1.0,3.2,0.0,0.0,5.0,3.0,57.6
4.0,0.0,196623.0,196732.0,0.0,2.8,0.0,0.0,3.0,5.0,56.0
4.0,0.0,198691.0,198785.0,1.0,3.2,0.0,0.0,5.0,3.0,43.2
4.0,0.0,200197.0,200283.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,201610.0,201705.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
4.0,0.0,203195.0,203302.0,1.0,2.9,0.0,0.0,5.0,0.0,62.35
4.0,0.0,204575.0,204675.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
4.0,0.0,206275.0,206376.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
4.0,0.0,207586.0,207689.0,1.0,3.2,0.0,0.0,5.0,3.0,57.6
4.0,0.0,209214.0,209308.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
4.0,0.0,211103.0,211194.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
4.0,0.0,212645.0,212743.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
4.0,0.0,214206.0,214290.0,1.0,3.2,0.0,0.0,5.0,3.0,64.0
4.0,0.0,215638.0,215726.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
4.0,0.0,217028.0,217120.0,1.0,3.2,0.0,0.0,5.0,3.0,48.0
5.0,0.0,9097.0,9239.0,1.0,3.0,0.0,1.0,7.0,0.0,63.0
5.0,0.0,10537.0,10664.0,1.0,3.0,0.0,1.0,7.0,0.0,61.5
5.0,0.0,11693.0,11847.0,1.0,3.0,0.0,1.0,7.0,0.0,49.5
5.0,0.0,13180.0,13309.0,1.0,3.0,0.0,1.0,7.0,0.0,70.5
5.0,0.0,14600.0,14739.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
5.0,0.0,15920.0,16064.0,1.0,3.0,0.0,1.0,7.0,0.0,66.0
5.0,0.0,17055.0,17177.0,1.0,3.0,0.0,1.0,7.0,0.0,58.5
5.0,0.0,18377.0,18503.0,1.0,3.0,0.0,1.0,7.0,0.0,72.0
5.0,0.0,19767.0,19898.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
5.0,0.0,21195.0,21322.0,1.0,3.0,0.0,1.0,7.0,0.0,73.5
5.0,0.0,22431.0,22509.0,1.0,2.8,0.0,2.0,5.0,0.0,49.0
5.0,0.0,23960.0,24039.0,0.0,3.1,1.0,1.0,4.0,2.0,77.5
5.0,0.0,25042.0,25194.0,1.0,3.0,0.0,1.0,7.0,0.0,69.0
5.0,0.0,26282.0,26427.0,1.0,3.0,0.0,1.0,7.0,0.0,73.5
5.0,0.0,27570.0,27663.0,2.0,2.7,0.0,3.0,5.0,0.0,71.55
5.0,0.0,29028.0,29114.0,1.0,2.8,0.0,2.0,5.0,0.0,58.8
5.0,0.0,30127.0,30276.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
5.0,0.0,31452.0,31584.0,1.0,3.0,0.0,1.0,7.0,0.0,73.5
5.0,0.0,34550.0,34638.0,2.0,3.2,0.0,2.0,7.0,0.0,67.2
5.0,0.0,35943.0,36033.0,2.0,3.3,0.0,0.0,7.0,0.0,61.05
5.0,0.0,37752.0,37844.0,0.0,3.2,1.0,0.0,4.0,3.0,72.0
5.0,0.0,39339.0,39431.0,2.0,3.2,0.0,2.0,7.0,0.0,67.2
5.0,0.0,40952.0,41107.0,0.0,3.2,1.0,0.0,4.0,3.0,60.8
5.0,0.0,42409.0,42565.0,2.0,3.3,0.0,0.0,7.0,0.0,46.2
5.0,0.0,43849.0,43995.0,1.0,2.9,0.0,0.0,5.0,0.0,49.3
5.0,0.0,45304.0,45415.0,2.0,3.2,0.0,2.0,7.0,0.0,64.0
5.0,0.0,46744.0,46860.0,2.0,3.3,0.0,0.0,7.0,0.0,75.9
5.0,0.0,48370.0,48521.0,1.0,2.9,0.0,3.0,5.0,0.0,56.55
5.0,0.0,49533.0,49671.0,1.0,3.0,0.0,1.0,7.0,0.0,48.0
5.0,0.0,50883.0,50949.0,2.0,3.3,0.0,0.0,7.0,0.0,69.3
5.0,0.0,52141.0,52319.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
5.0,0.0,53722.0,53809.0,0.0,3.2,1.0,0.0,4.0,3.0,64.0
5.0,0.0,55140.0,55230.0,2.0,3.2,0.0,2.0,7.0,0.0,81.6
5.0,0.0,56548.0,56646.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
5.0,0.0,57786.0,57886.0,1.0,2.9,0.0,0.0,5.0,0.0,75.4
5.0,0.0,59165.0,59258.0,2.0,3.2,0.0,2.0,7.0,0.0,83.2
5.0,0.0,62096.0,62198.0,2.0,3.3,1.0,0.0,6.0,0.0,70.95
5.0,0.0,63535.0,63637.0,2.0,3.2,0.0,2.0,7.0,0.0,64.0
5.0,0.0,65119.0,65208.0,1.0,2.8,0.0,2.0,5.0,0.0,33.6
5.0,0.0,66684.0,66811.0,2.0,3.3,0.0,0.0,7.0,0.0,44.55
5.0,0.0,68304.0,68400.0,2.0,3.2,0.0,2.0,7.0,0.0,49.6
5.0,0.0,69788.0,70061.0,2.0,3.3,0.0,3.0,7.0,0.0,56.1
5.0,0.0,71294.0,71402.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
5.0,0.0,72580.0,72678.0,1.0,2.9,0.0,0.0,5.0,0.0,56.55
5.0,0.0,74081.0,74311.0,2.0,3.2,0.0,2.0,7.0,0.0,70.4
5.0,0.0,75708.0,75809.0,2.0,3.2,0.0,2.0,7.0,0.0,35.2
5.0,0.0,77104.0,77201.0,2.0,3.3,0.0,0.0,7.0,0.0,42.9
5.0,0.0,78380.0,78511.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
5.0,0.0,80018.0,80114.0,0.0,3.2,1.0,0.0,4.0,3.0,76.8
5.0,0.0,81616.0,81720.0,2.0,3.3,0.0,0.0,7.0,0.0,69.3
5.0,0.0,83214.0,83361.0,0.0,3.2,1.0,0.0,4.0,3.0,76.8
5.0,0.0,84782.0,84861.0,0.0,3.2,1.0,0.0,4.0,3.0,72.0
5.0,0.0,86325.0,86415.0,0.0,3.2,1.0,0.0,4.0,3.0,70.4
5.0,0.0,87854.0,87958.0,0.0,3.2,1.0,0.0,4.0,3.0,81.6
5.0,0.0,90888.0,91009.0,2.0,3.3,0.0,0.0,7.0,0.0,41.25
5.0,0.0,92494.0,92684.0,2.0,3.3,1.0,0.0,6.0,0.0,74.25
5.0,0.0,94005.0,94099.0,1.0,3.2,0.0,0.0,5.0,3.0,52.8
5.0,0.0,95651.0,95755.0,0.0,3.1,1.0,1.0,4.0,2.0,65.1
5.0,0.0,97307.0,97403.0,1.0,2.9,0.0,0.0,5.0,0.0,52.2
5.0,0.0,98903.0,99001.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
5.0,0.0,100425.0,100519.0,2.0,3.2,0.0,2.0,7.0,0.0,76.8
5.0,0.0,101968.0,102067.0,2.0,3.3,1.0,0.0,6.0,0.0,54.45
5.0,0.0,103730.0,103825.0,2.0,3.2,1.0,0.0,6.0,0.0,69.3
5.0,0.0,105335.0,105448.0,2.0,3.3,0.0,0.0,7.0,0.0,64.35
5.0,0.0,106629.0,106730.0,1.0,2.9,0.0,3.0,5.0,0.0,44.95
5.0,0.0,108041.0,108122.0,2.0,3.2,0.0,2.0,7.0,0.0,67.2
5.0,0.0,109491.0,109611.0,2.0,3.3,0.0,0.0,7.0,0.0,54.45
5.0,0.0,110909.0,111016.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
5.0,0.0,112202.0,112347.0,2.0,3.3,0.0,0.0,7.0,0.0,52.8
5.0,0.0,113623.0,113753.0,1.0,2.9,0.0,0.0,5.0,0.0,69.6
5.0,0.0,115205.0,115309.0,2.0,3.2,0.0,2.0,7.0,0.0,67.2
5.0,0.0,116710.0,116823.0,2.0,3.3,0.0,0.0,7.0,0.0,84.15
5.0,0.0,119860.0,119989.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
5.0,0.0,121487.0,121585.0,1.0,3.2,0.0,0.0,5.0,3.0,68.8
5.0,0.0,122905.0,123020.0,1.0,2.9,0.0,0.0,5.0,0.0,56.55
5.0,0.0,124658.0,124764.0,1.0,3.2,0.0,0.0,5.0,3.0,65.6
5.0,0.0,126263.0,126370.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
5.0,0.0,127773.0,127917.0,1.0,3.2,0.0,0.0,5.0,3.0,76.8
5.0,0.0,129260.0,129372.0,2.0,2.7,0.0,3.0,5.0,0.0,68.85
5.0,0.0,130614.0,130738.0,1.0,3.2,0.0,0.0,5.0,3.0,68.8
5.0,0.0,132310.0,132450.0,1.0,3.2,0.0,0.0,5.0,3.0,76.8
5.0,0.0,133999.0,134099.0,1.0,3.2,0.0,0.0,5.0,3.0,67.2
5.0,0.0,135401.0,135530.0,1.0,3.2,0.0,0.0,5.0,3.0,75.2
5.0,0.0,136886.0,136985.0,1.0,3.2,0.0,0.0,5.0,3.0,70.4
5.0,0.0,138283.0,138413.0,1.0,3.2,0.0,0.0,5.0,3.0,56.0
5.0,0.0,139720.0,139860.0,1.0,3.2,0.0,0.0,5.0,3.0,76.8
5.0,0.0,141200.0,141334.0,1.0,3.2,0.0,0.0,5.0,3.0,76.8
5.0,0.0,142708.0,142867.0,1.0,3.0,0.0,1.0,7.0,0.0,67.5
5.0,0.0,144115.0,144222.0,1.0,3.2,0.0,0.0,5.0,3.0,72.0
5.0,0.0,145592.0,145701.0,1.0,3.2,0.0,0.0,5.0,3.0,84.8
6.0,0.0,8449.0,8598.0,1.0,3.0,0.0,1.0,7.0,0.0,70.5
6.0,0.0,9767.0,9910.0,1.0,3.0,0.0,1.0,7.0,0.0,70.5
6.0,0.0,10971.0,11079.0,1.0,3.0,0.0,1.0,7.0,0.0,76.5
6.0,0.0,12140.0,12325.0,1.0,3.0,0.0,1.0,7.0,0.0,54.0
6.0,0.0,13555.0,13702.0,1.0,3.0,0.0,1.0,7.0,0.0,63.0
6.0,0.0,15074.0,15156.0,1.0,2.8,0.0,2.0,5.0,0.0,60.2
6.0,0.0,16468.0,16570.0,0.0,3.1,1.0,1.0,4.0,2.0,72.85
6.0,0.0,17898.0,18060.0,1.0,3.0,0.0,1.0,7.0,0.0,58.5
6.0,0.0,19174.0,19316.0,1.0,3.0,0.0,1.0,7.0,0.0,78.0
6.0,0.0,20656.0,20756.0,2.0,2.7,0.0,3.0,5.0,0.0,60.75
6.0,0.0,21934.0,22080.0,1.0,3.0,0.0,1.0,7.0,0.0,49.5
6.0,0.0,23130.0,23272.0,1.0,3.0,0.0,1.0,7.0,0.0,85.5
6.0,0.0,26024.0,26120.0,2.0,3.2,0.0,2.0,7.0,0.0,72.0
6.0,0.0,27488.0,27600.0,2.0,3.3,0.0,0.0,7.0,0.0,74.25
